,이상,주체,정신,담론,이데올로기,타자,이미지,존재,형식,역사,시간,도시,식민지,공간,인식,국문,의식,부정,자아,죽음,세계,기억,현실,소외,확장,지향,생명,의미,구조,윤리,1960년대,소설,구성,방식,사회,여성,모색,감각,언어,형성,근대,정체성,발견,체험,재현,민중,공동체,사상,자유,개념,상상력,미학,자연,시학,추구,비판,민족,배경,욕망,수용,시대,저항,의지,폭력,극복,현실 인식,현대,표상,대응,영화,정치,문화,작품,형상화,시각,전통,해체,1930년대,작가,조선,비교,대중,가족,고향,변화,인물,권력,서사,텍스트,1970년대,전략,관계,실천,사랑,비평,1980년대,서술,전쟁,인간,글쓰기
이상,0.9999999999999998,0.0,0.0884831102627301,0.0,0.0,0.0,0.0,0.0,0.014937861263526649,0.0,0.03175300417355395,0.0,0.10947190606960346,0.0,0.0,0.0,0.0,0.1164384316726358,0.036132444736730156,0.2047477048442163,0.02540926489447163,0.0,0.0,0.08358876053621306,0.0,0.0,0.017549579208194395,0.0,0.0,0.02160385239971124,0.0,0.020737459784404118,0.1921465465923804,0.17752130891041273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009130002475903405,0.0,0.0,0.0,0.0,0.0,0.0,0.04409408023643963,0.0,0.0,0.059066675102435566,0.0,0.0,0.03375888412451701,0.0,0.0,0.0,0.0,0.08039680390977039,0.0,0.0,0.013378861765690078,0.0,0.0,0.00992689991585036,0.0,0.0,0.018782809228866968,0.0,0.0,0.0,0.0,0.18450298544117,0.0,0.002746802373217519,0.0,0.06387013215271983,0.0,0.0,0.07718942397246213,0.0,0.018876377369880928,0.0,0.0,0.0,0.0,0.0,0.0,0.05439047208556751,0.0,0.0,0.0,0.0
주체,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04015330316758159,0.0,0.0,0.0,0.0,0.05036921984726542,0.0,0.0,0.01437411693043584,0.05066780050226185,0.029245265121103477,0.11631811595713404,0.0,0.0,0.05398446087070878,0.0,0.05087942393676244,0.0,0.0,0.0,0.03402795856107157,0.0,0.0,0.10350881932566998,0.0,0.10955924011175523,0.0,0.0,0.0,0.0,0.0,0.0,0.04907379938725717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13190915175716292,0.0,0.0,0.13521692480468908,0.007563118717652739,0.0,0.0,0.0,0.0,0.0,0.0,0.06323613924691447,0.0,0.0,0.0,0.0,0.0,0.0030084647278716113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006443294746353774,0.0,0.0,0.0,0.0,0.010953184338412357,0.0,0.0,0.0,0.05792153433719799,0.03154017622540467,0.11456331372948106,0.0,0.0,0.015201914316934802,0.0,0.0,0.0,0.0
정신,0.0884831102627301,0.0,0.9999999999999998,0.01713227426281675,0.0,0.0,0.0,0.0,0.009220365592210435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01503405172699368,0.05386587170845045,0.0,0.0,0.0,0.0385230921854105,0.14613966622827307,0.0,0.0,0.04036414846574679,0.0,0.0,0.0,0.0,0.0058865143841808475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004352091933493938,0.0,0.0,0.0,0.0,0.0,0.09324651042391419,0.0,0.0,0.0,0.006366579675029427,0.0,0.0,0.0,0.0,0.0,0.09696508859766387,0.0,0.0,0.0,0.08487068204340237,0.0119166988547793,0.0,0.0,0.0,0.005441601207461828,0.0,0.0,0.0,0.0,0.0,0.0,0.017472814212870016,0.0,0.0,0.0,0.0,0.0,0.05826551981804173,0.0,0.006831896519207851,0.0,0.0,0.0,0.0,0.03744623121893093,0.0,0.0,0.0,0.0,0.005371428388949948,0.13198570510717897,0.01815067959158817,0.08745657691402814,0.0,0.0,0.0,0.0,0.0
담론,0.0,0.0,0.01713227426281675,1.0000000000000002,0.0,0.0,0.0,0.0,0.08385848526571245,0.0,0.0,0.0,0.0,0.0,0.0,0.05338072447134156,0.11052027100037008,0.015253686253051624,0.0,0.027920814039302834,0.06171787995544024,0.0,0.0,0.11893943355723152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008981742904836944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1869546425672361,0.0,0.0,0.0,0.019527763489282392,0.06424928664624976,0.0,0.0,0.0,0.04375147849866453,0.0,0.0,0.0,0.0,0.0,0.0,0.11040789945735169,0.0,0.0,0.05332210368057943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11910135915677797,0.0,0.0,0.0,0.0,0.10474726597543069,0.021950693619941057,0.0,0.0,0.0,0.0,0.0,0.0,0.11423835148306288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07422652557365472
이데올로기,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17973208661266563,0.0119386564028851,0.21536702340970676,0.0,0.0,0.0,0.0,0.0,0.12157834605046065,0.06688128492356432,0.19801826210326812,0.0,0.06247968078802329,0.08283413542638449,0.0,0.0,0.019419816440584523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09034858681613678,0.03909623917080069,0.014059868639700638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27801102943689476,0.0,0.022106282239891365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23360488950077368,0.0,0.0,0.0,0.1893354219603734,0.0,0.0,0.0,0.07053300982104292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20797614915554097,0.0,0.0,0.02759727784144034,0.0,0.0,0.0,0.0
타자,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.10887879224198488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04276825081809621,0.0,0.0,0.0,0.07365719349936015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05257159915069097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033367581717966416,0.0,0.0,0.0,0.0,0.04355118316630971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029213935711488326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07145329835606065,0.0,0.0,0.0,0.0,0.0,0.08032801229424763,0.0,0.0,0.0,0.0,0.14252923961703454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048042364169838925,0.0,0.0,0.0,0.0,0.09026046132811005,0.0,0.0,0.0,0.0
이미지,0.0,0.0,0.0,0.0,0.0,0.10887879224198488,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03659799445701559,0.0,0.0,0.024889382986425408,0.07832024429258812,0.0,0.26193812627211,0.0,0.018505926732271083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048760252085788866,0.0,0.013339574495815104,0.0,0.0,0.0,0.005636509360868478,0.0,0.19131666434942218,0.0,0.0,0.05175072173667032,0.0,0.0,0.0,0.0,0.0,0.0,0.022156084269398107,0.0,0.0,0.0,0.0,0.0,0.015300399696755234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04846503802305942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08196440985285182,0.0,0.0715904228973625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
존재,0.0,0.0,0.0,0.0,0.17973208661266563,0.0,0.0,1.0,0.20001057271680406,0.0,0.0,0.0,0.0,0.0,0.0,0.07428398271328085,0.0,0.10180251437564626,0.07377658020114335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08599595118429634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08743133964483885,0.0,0.0,0.0,0.0,0.4019825764840719,0.0,0.0,0.0,0.0,0.0,0.0664878874091933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
형식,0.014937861263526649,0.0,0.009220365592210435,0.08385848526571245,0.0119386564028851,0.0,0.0,0.20001057271680406,1.0,0.006296615748497405,0.0,0.0,0.008651088500412659,0.0,0.0,0.03156793033431723,0.0,0.061312298656664634,0.03654707511992963,0.07646686981210277,0.012866943676787358,0.013492486086369765,0.0,0.07272668728813055,0.0,0.03242563813270774,0.019982502758062657,0.007433856659733094,0.007170592174581224,0.0059481541912936526,0.015705827131423107,0.0,0.02418166600016616,0.0070880780481366885,0.03298078473689328,0.049062230000417456,0.021807079024004025,0.0,0.06952505342877224,0.0,0.06076805726783134,0.05709408387041251,0.025984202716871393,0.020468970577883987,0.0,0.09117452972007295,0.04314552038358354,0.08531998792799941,0.0,0.025910276756196487,0.08168834207733602,0.05902551544023509,0.0,0.0,0.06810507316650016,0.0,0.025022184873280024,0.02362943135082561,0.0,0.014317730481164623,0.026301930049847055,0.12558447301360742,0.06564841104564659,0.018002082769903074,0.0,0.0,0.0,0.18574124662637978,0.03483537596201212,0.022504223512200747,0.02651416205748039,0.050147907680779064,0.025493339819540457,0.0,0.0,0.07208124863184996,0.005543694794831725,0.0,0.0,0.00987623609070307,0.02829621993184517,0.017740088129456263,0.006201384533231167,0.0015098480283674191,0.0,0.0,0.046259014064756875,0.0,0.09325742414462945,0.0101435345890228,0.059048338136887375,0.03725771139003589,0.0,0.0052999797310787555,0.005730877661820564,0.11730158842074823,0.0,0.0,0.012068353014959276,0.0
역사,0.0,0.04015330316758159,0.0,0.0,0.21536702340970676,0.0,0.0,0.0,0.006296615748497405,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007297668159249229,0.02123180402243613,0.017457764794397257,0.0590541328745472,0.0,0.0,0.031274678941532734,0.0,0.0,0.0,0.0,0.0,0.03658051584735143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11410812794180891,0.0,0.0,0.0,0.02491452553050243,0.0,0.0,0.0,0.050143627034697894,0.0057193566996222335,0.07425794052910085,0.0,0.06278956607172674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09327332000863389,0.0,0.07021181856961335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007585787048342185,0.0,0.0,0.05165351301827448,0.0,0.0,0.0,0.0,0.0
시간,0.03175300417355395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043058426709661965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1339544504243759,0.199642565670225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10220607044492384,0.014637111685964693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04714459094951422,0.0,0.0,0.0,0.0,0.0,0.021283169236982202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38946331901885717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026196489770313847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018605145236857468,0.0,0.0,0.0,0.0,0.15127510282977163,0.0,0.0,0.0,0.0,0.0
도시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.12127779006542888,0.0,0.0,0.13472707353637678,0.0,0.04434262274004501,0.0,0.022057344942550985,0.0,0.0,0.0,0.0,0.0,0.0,0.03699245717632499,0.0,0.0,0.0,0.19540246413700837,0.04127463231120819,0.0,0.0,0.0,0.017440200319846402,0.0,0.0,0.0,0.0,0.0,0.04766739197575311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019307151756398702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005837350422732071,0.0,0.0,0.0,0.0,0.019846236357346714,0.0,0.0,0.0,0.0683634986322181,0.025805082228228436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
식민지,0.10947190606960346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008651088500412659,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1136892122996688,0.22608984607572497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030846971649395948,0.0,0.00741976598044685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186349728895372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04030633974756677,0.0,0.0,0.0539927686816888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02554429132148317,0.0,0.09468399461141067,0.0,0.0,0.013717337399673143,0.0,0.042968659630793125,0.0,0.0,0.02753896221089155,0.0,0.0,0.0,0.0,0.2574780409572987,0.0,0.035192187357815465,0.0,0.02239272028194115,0.0,0.0,0.0,0.0
공간,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0032265389377338334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04782077958000618,0.0,0.00857180523433979,0.20626892580777423,0.0,0.0,0.0,0.0,0.0,0.3334519832531372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22561637725288283,0.0,0.009923091634456517,0.0,0.0,0.0,0.0,0.001843485478471065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06627609337262672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
인식,0.0,0.05036921984726542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.035733239161416214,0.047396193007267794,0.05355412971832331,0.0,0.0,0.11413048096698888,0.041223810167281646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03112972061632889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09861480230108795,0.3400822909728339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05848881393430069,0.0,0.0630692812495992,0.0,0.04962597668651339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05991924167372212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444856727983522,0.0,0.0,0.016339474952517776,0.0,0.013336888652970946,0.0,0.0,0.0,0.0,0.19068543576500782,0.13949533868129307,0.0,0.0,0.12527461462354011,0.07260132795122176,0.0,0.0,0.0
국문,0.0,0.0,0.0,0.05338072447134156,0.12157834605046065,0.04276825081809621,0.03659799445701559,0.07428398271328085,0.03156793033431723,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.05194068516385697,0.0644375524004586,0.07379580365206394,0.03423567600004425,0.0,0.0,0.0217671919673356,0.019589267960144326,0.0,0.0,0.0,0.05247727588102036,0.0,0.0,0.0,0.007583524034599432,0.0,0.04727419227705913,0.0,0.0,0.032926329088229074,0.03811133716763904,0.0,0.0,0.1142855729234129,0.0,0.0,0.0,0.0730785338239888,0.014639085604243625,0.04599906826844756,0.047806268780035646,0.0,0.0,0.0,0.0,0.0,0.03176952048803835,0.0,0.018025982058006092,0.0,0.0,0.0,0.0,0.053713574214017346,0.0159046730848108,0.0,0.06177151112085879,0.0,0.0,0.0,0.0,0.007414110536619151,0.0,0.0,0.0,0.0,0.0,0.0,0.03696693584976955,0.0,0.007191127538856594,0.05336965094038733,0.020788912431350285,0.013315660871597442,0.022266704224646716,0.06526454540799567,0.0,0.0,0.003542033253567484,0.0,0.0,0.0,0.0,0.13185705032118397,0.08595736554229834,0.0,0.034356632277261885,0.011406064152168464,0.0,0.056289723497998115,0.0,0.06504658059699753
의식,0.0,0.0,0.0,0.11052027100037008,0.06688128492356432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.01679492889942179,0.0,0.012930190757766854,0.0,0.0,0.0,0.08448438895759322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07938964081650225,0.0,0.0,0.0,0.4518979445637855,0.0,0.0,0.0,0.028148330515888907,0.06318770469462656,0.0,0.0,0.060394713695908216,0.0,0.0,0.0,0.0,0.0,0.017269101835390134,0.0,0.07084554186759748,0.0,0.0,0.031738282755387204,0.0,0.0,0.3392978467243432,0.0,0.0,0.0,0.0,0.0,0.1664740200932271,0.0,0.0,0.071507443604441,0.0,0.09090759236440599,0.0,0.0,0.0,0.0,0.0,0.12938121000205421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부정,0.1164384316726358,0.01437411693043584,0.0,0.015253686253051624,0.19801826210326812,0.0,0.0,0.10180251437564626,0.061312298656664634,0.007297668159249229,0.0,0.0,0.0,0.0032265389377338334,0.035733239161416214,0.05194068516385697,0.01679492889942179,1.0000000000000002,0.01538730014963201,0.057385977910232075,0.08108711348095878,0.0,0.0,0.022707002305772835,0.0,0.010377202444632522,0.0,0.0,0.02256617998463159,0.0,0.0,0.0,0.06948152460546242,0.0068052095580511465,0.02454284624889445,0.0,0.043337870386480896,0.042129736444508493,0.0,0.0,0.0016006033705694843,0.02207000936240215,0.0,0.0,0.0,0.07152242764286233,0.007539875509464877,0.007090103934044603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062484877114696614,0.013802997310105675,0.10130886214582002,0.04115697309180121,0.020078135973550296,0.03795427831610353,0.0028147598038188435,0.0,0.0,0.0,0.007894809999679842,0.015530919141523157,0.007073155256954335,0.009968615859553035,0.0,0.014160647178814463,0.0,0.0,0.015354521935067525,0.0,0.0018529275318752937,0.0,0.0,0.0,0.05433396896286454,0.00778993337585103,0.020618432713780922,0.08409389407287962,0.22237809486473523,0.0,0.0029631677551190698,0.0,0.03531582485487352,0.0,0.13336405777960814,0.0,0.0392667688766236,0.0,0.0,0.022980941680780992,0.0,0.0,0.0,0.0
자아,0.036132444736730156,0.05066780050226185,0.01503405172699368,0.0,0.0,0.0,0.024889382986425408,0.07377658020114335,0.03654707511992963,0.02123180402243613,0.0,0.12127779006542888,0.0,0.0,0.047396193007267794,0.0644375524004586,0.0,0.01538730014963201,0.9999999999999994,0.04020910360621797,0.0,0.0,0.0,0.09853748799823342,0.021801103287764915,0.0,0.0,0.027081778590451404,0.11680502957745344,0.0,0.03673601309974872,0.0,0.07778630526436886,0.0,0.19049785843106615,0.11639984348075952,0.0,0.0,0.0,0.0,0.0,0.09173096954706592,0.01483961529620787,0.0,0.0,0.042940389916248295,0.061185409307707106,0.05402773670398879,0.0,0.021119520356954937,0.0,0.0,0.0,0.0,0.0,0.0,0.04124489658602993,0.024793710634297444,0.0,0.0,0.04623174266290427,0.0,0.03280400392446513,0.0,0.0,0.041998872878246225,0.04392820025105761,0.014250385555621392,0.0,0.0360783366917691,0.0,0.022988046260385163,0.04528979352247595,0.011723147987789057,0.0,0.0,0.05923346278765642,0.0,0.02282261763284444,0.027144558672183013,0.0,0.03235430955540929,0.08101858987722892,0.02805202833432081,0.0,0.0,0.06448410646479188,0.10528911916128232,0.0,0.0,0.0,0.044769679606202525,0.0,0.0,0.0,0.038344598736072925,0.04218601925451665,0.0,0.0,0.0
죽음,0.2047477048442163,0.029245265121103477,0.05386587170845045,0.027920814039302834,0.06247968078802329,0.07365719349936015,0.07832024429258812,0.0,0.07646686981210277,0.017457764794397257,0.0,0.0,0.1136892122996688,0.0,0.05355412971832331,0.07379580365206394,0.012930190757766854,0.057385977910232075,0.04020910360621797,1.000000000000001,0.3989814163418964,0.07172237009056917,0.05681006281471378,0.09285906389392613,0.0,0.0,0.009438546633957405,0.021885179697490677,0.018983843884140067,0.07722615795156286,0.027424000900443907,0.05672289511499022,0.0657580756293042,0.009750953534407329,0.07783681767969418,0.01452798134913108,0.0,0.0,0.012670340804770966,0.0,0.021721716491602216,0.0509645884824001,0.0,0.06869086404676245,0.02504931602059419,0.11041566989142326,0.0669908456061555,0.07679940071819844,0.0,0.014628248130776747,0.0,0.03413295142690001,0.0,0.03907888079857178,0.049997570510517,0.0,0.04549493912253029,0.0,0.06155267555915582,0.0,0.031525648299017106,0.0,0.06972424685773376,0.03219945784773848,0.0,0.015059067568597463,0.09710291845929594,0.012651032138067031,0.07521231768398011,0.0845485651481169,0.043404079180389674,0.009066568725836558,0.009932908903317704,0.02757568210486326,0.0,0.0,0.005762688083144327,0.03830478733480767,0.008940674091922922,0.02020612631868151,0.017631974191267365,0.09319432241285885,0.0,0.10046337765050685,0.06930501470669513,0.0,0.039824292898764886,0.0926174791687767,0.016560652162529867,0.08682269482316632,0.0,0.08288041805626653,0.13660822951048493,0.01455400351212494,0.01093506768026874,0.124652956281631,0.016535941299779748,0.0,0.0,0.02241031172639736
세계,0.02540926489447163,0.11631811595713404,0.0,0.06171787995544024,0.08283413542638449,0.0,0.0,0.0,0.012866943676787358,0.0590541328745472,0.0,0.0,0.22608984607572497,0.0,0.0,0.03423567600004425,0.0,0.08108711348095878,0.0,0.3989814163418964,0.9999999999999999,0.0,0.0,0.03224264525270218,0.0,0.0,0.0,0.0,0.015462886743434092,0.0,0.0335370967339331,0.09231504315140256,0.008066834315460744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05178950471403309,0.07217365549177815,0.0,0.0,0.0,0.2246689979121065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04070027796814252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145728267895107,0.0,0.0,0.0,0.0,0.0,0.06352465192968716,0.04874158593505167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019886478542781985,0.0,0.017871202806254278,0.0,0.12888896796921082,0.0,0.0,0.01193530519044625,0.014488418083093967,0.0,0.0,0.0,0.0,0.15887711911477392,0.0,0.0,0.15842251159757062,0.0,0.0,0.0,0.0
기억,0.0,0.0,0.0,0.0,0.0,0.0,0.26193812627211,0.0,0.013492486086369765,0.0,0.0,0.13472707353637678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07172237009056917,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35102427950959564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034903959935656474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014108730452301427,0.0,0.06663385004055361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
현실,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11413048096698888,0.0,0.0,0.0,0.0,0.05681006281471378,0.0,0.0,1.0,0.11683342092932533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08758038899048608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09972436355550357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07235134785444969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04438753515721251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
