,이상,주체,정신,담론,이데올로기,타자,이미지,존재,형식,역사,시간,도시,식민지,공간,인식,국문,의식,부정,자아,죽음,세계,기억,현실,소외,확장,지향,생명,의미,구조,윤리,1960년대,소설,구성,방식,사회,여성,모색,감각,언어,형성,근대,정체성,발견,체험,재현,민중,공동체,사상,자유,개념,상상력,미학,자연,시학,추구,비판,민족,배경,욕망,수용,시대,저항,의지,폭력,극복,현실 인식,현대,표상,대응,영화,정치,문화,작품,형상화,시각,전통,해체,1930년대,작가,조선,비교,대중,가족,고향,변화,인물,권력,서사,텍스트,1970년대,전략,관계,실천,사랑,비평,1980년대,서술,전쟁,인간,글쓰기
권력,0.07718942397246213,0.010953184338412357,0.03744623121893093,0.0,0.0,0.0,0.0,0.0,0.046259014064756875,0.0,0.0,0.019846236357346714,0.02753896221089155,0.0,0.013336888652970946,0.003542033253567484,0.0,0.0029631677551190698,0.06448410646479188,0.039824292898764886,0.01193530519044625,0.0,0.0,0.03751616789414207,0.00869151502502942,0.0065674764014332435,0.0,0.012581715028453833,0.08073874091927115,0.0,0.04059721033181406,0.03190014722597777,0.11164879868340355,0.0,0.037157449057992474,0.0,0.007837233016329522,0.012289338285623416,0.012736634823540649,0.0,0.01975760055533633,0.005192742115389576,0.0,0.0,0.0,0.014047477607387662,0.0,0.006984014689682067,0.0,0.09242625821144099,0.0,0.08021700681300943,0.0,0.0,0.029029832624680806,0.11190044049263928,0.010954823267285835,0.007582488612590794,0.055539835938765915,0.10300310672674895,0.0,0.005748618606150983,0.0,0.0,0.0,0.014377682765594417,0.0,0.0,0.0,0.0,0.0,0.0,0.0413597614168511,0.0,0.00385788939278152,0.011202611412437741,0.04803708521725634,0.008444069147719502,0.003190614022843477,0.0719903295901785,0.0,0.005385482662780384,0.015633930307041858,0.02535361333470515,0.0,0.0,1.0000000000000002,0.02792843210855886,0.015296387411313478,0.0,0.0,0.028442744833937383,0.04634676587849709,0.41203772703598696,0.0024799670408282557,0.06374711706065284,0.0,0.026328512413787315,0.0,0.0
서사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10528911916128232,0.0926174791687767,0.014488418083093967,0.0,0.0,0.003989507791741219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02903181100101912,0.0,0.0,0.0,0.0,0.02044177013000436,0.0,0.0,0.0,0.0,0.0213206397351996,0.0,0.0,0.0,0.0,0.0,0.02237405585570944,0.0,0.0,0.0,0.0,0.04056638269655137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013125343388477687,0.0,0.0,0.0,0.0414683907991584,0.0058321873146548325,0.0,0.0,0.0,0.0,0.0,0.0,0.02792843210855886,1.0000000000000002,0.0,0.0,0.0,0.01213341589366733,0.038875319098702586,0.0,0.0,0.0,0.02041611016077791,0.0,0.0,0.0
텍스트,0.018876377369880928,0.0,0.0,0.11423835148306288,0.0,0.0,0.0,0.0,0.09325742414462945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03531582485487352,0.0,0.016560652162529867,0.0,0.0,0.0,0.023321945553583044,0.0,0.0,0.012296923254923979,0.020602580136370636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052377868099325084,0.1723155821009792,0.0,0.0,0.10826550624589822,0.11594882306832137,0.050395449125596146,0.0,0.0,0.07749013177846831,0.0,0.0,0.09554963521541532,0.0,0.0,0.18564293239070903,0.0,0.0,0.0,0.0,0.0,0.03631290013026545,0.0,0.05857917975440094,0.16364412262491757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055575814344036266,0.0,0.0,0.08767341016634293,0.0,0.0,0.015296387411313478,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1970년대,0.0,0.0,0.0,0.0,0.0,0.0,0.08196440985285182,0.0,0.0101435345890228,0.0,0.018605145236857468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08682269482316632,0.0,0.014108730452301427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016025913728986717,0.0,0.0,0.0,0.0,0.0,0.0,0.005434130988094023,0.0,0.0,0.005230831301603403,0.0,0.0,0.030012484255562143,0.0,0.014988335480093111,0.006318597058839494,0.0,0.0,0.0,0.0404203312670888,0.0,0.0,0.0,0.01836905431632654,0.056335418076452926,0.0,0.0,0.0,0.008365195046325012,0.0,0.0308940872047668,0.0,0.0,0.0,0.0,0.0,0.0,0.003448396362679204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007208436812154258,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.035794426220752844,0.005852601456265173,0.0,0.0,0.06342043446389992,0.0,0.0,0.028021899284143458,0.0,0.0
전략,0.0,0.05792153433719799,0.0,0.0,0.0,0.048042364169838925,0.0,0.0,0.059048338136887375,0.0,0.0,0.0683634986322181,0.0,0.06627609337262672,0.0,0.0,0.0,0.13336405777960814,0.0,0.0,0.0,0.0,0.0,0.05475401778446598,0.03698771176631828,0.06382277720986974,0.0,0.0,0.0,0.0,0.03996822905942759,0.0,0.013935784235903787,0.0,0.0,0.0,0.0,0.0,0.16038517944648137,0.0,0.07930621829377646,0.03943751878789259,0.0,0.0,0.2031788075365513,0.0,0.0,0.08158181024863544,0.08866866881086258,0.0,0.0,0.1809555649209917,0.0,0.0,0.11170647796118566,0.0,0.11783033697823923,0.06161133000334628,0.0,0.09288132618441614,0.0,0.0,0.0,0.06149040427231058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030315255630586246,0.0,0.0,0.03748999343343027,0.0,0.08014399261196335,0.0201342337625529,0.0,0.04879974557336587,0.0,0.0,0.0,0.0,0.0,0.035794426220752844,0.9999999999999996,0.0,0.0,0.0,0.0,0.022684717599923368,0.0,0.0,0.0,0.0
관계,0.0,0.03154017622540467,0.005371428388949948,0.0,0.0,0.0,0.0715904228973625,0.0,0.03725771139003589,0.007585787048342185,0.0,0.025805082228228436,0.2574780409572987,0.0,0.19068543576500782,0.13185705032118397,0.0,0.0,0.044769679606202525,0.08288041805626653,0.0,0.06663385004055361,0.0,0.027657158286840344,0.0,0.04350383780389187,0.0,0.009675890238079979,0.0,0.0,0.06671960832210505,0.0,0.03276891071468219,0.0,0.1426433319495983,0.0,0.0,0.017552075539798054,0.0,0.0,0.07465444059522272,0.0,0.0,0.022411259937308272,0.0,0.08529459969049476,0.057370822624560995,0.002326836188499281,0.0,0.007408328004695589,0.0,0.0,0.08030993440803043,0.07404430949081324,0.0,0.0,0.01534131344686141,0.016043055921236865,0.0,0.025452081781291436,0.005563401013934782,0.0,0.13789785341820987,0.0,0.0,0.003192254138056976,0.0,0.0,0.0194320077399455,0.011792151861191653,0.0,0.021627355081860228,0.021304517030285228,0.004188494961501876,0.012361946243650484,0.0,0.05713722529091841,0.0,0.0,0.02138282447382563,0.0,0.0035391153694524636,0.0,0.05167955264293042,0.0,0.0,0.028442744833937383,0.01213341589366733,0.0,0.005852601456265173,0.0,0.9999999999999998,0.0,0.03459857414228214,0.0,0.1023982387118615,0.0,0.0,0.0,0.0
실천,0.0,0.11456331372948106,0.13198570510717897,0.0,0.20797614915554097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13949533868129307,0.08595736554229834,0.0,0.0392667688766236,0.0,0.13660822951048493,0.15887711911477392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04592593106869995,0.0,0.0,0.0339100931633788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07519069023613723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06271461795038646,0.0,0.0,0.0,0.0,0.04634676587849709,0.038875319098702586,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.09503302746205984,0.0,0.0,0.0,0.0
사랑,0.0,0.0,0.01815067959158817,0.0,0.0,0.0,0.0,0.0,0.0052999797310787555,0.0,0.0,0.0,0.035192187357815465,0.0,0.0,0.0,0.0,0.0,0.0,0.01455400351212494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1582039983501228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013518316340177874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15468207900936565,0.0,0.0,0.0367140179862848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1804285712400471,0.0,0.0,0.0,0.015649386345102573,0.0,0.0,0.03256587551231315,0.0,0.0,0.0,0.07304460305748788,0.0,0.0,0.41203772703598696,0.0,0.0,0.0,0.0,0.03459857414228214,0.0,1.0,0.0,0.03300412832557157,0.0,0.0,0.0,0.0
비평,0.0,0.0,0.08745657691402814,0.0,0.0,0.0,0.0,0.0,0.005730877661820564,0.05165351301827448,0.15127510282977163,0.0,0.0,0.0,0.0,0.034356632277261885,0.0,0.0,0.0,0.01093506768026874,0.0,0.0,0.0,0.04375124370179139,0.0,0.0,0.0,0.0,0.01687457193820299,0.030707275077706406,0.0,0.24855276964272016,0.057874567591830336,0.022476788117323305,0.0,0.11612977919398018,0.0,0.0,0.006748755416176421,0.0,0.0,0.0,0.0,0.0,0.0,0.042092740167300545,0.01553537634687564,0.05167782249470348,0.0,0.06094611150840287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007191691369221489,0.08238015236089696,0.0,0.0,0.0,0.0,0.0,0.0,0.0050573220080957155,0.0,0.0,0.0,0.05484711662698161,0.0,0.0,0.03575833788443317,0.058834844301133074,0.0,0.0,0.0,0.010967876986284432,0.0,0.0,0.0,0.0,0.0024799670408282557,0.0,0.0,0.06342043446389992,0.0,0.0,0.0,0.0,1.0,0.010225473715632028,0.0,0.0,0.0,0.0
1980년대,0.05439047208556751,0.015201914316934802,0.0,0.0,0.02759727784144034,0.09026046132811005,0.0,0.0,0.11730158842074823,0.0,0.0,0.0,0.02239272028194115,0.0,0.12527461462354011,0.011406064152168464,0.0,0.022980941680780992,0.038344598736072925,0.124652956281631,0.15842251159757062,0.0,0.0,0.004553645819684199,0.020090059877706887,0.0,0.008302352250688592,0.014060710875876528,0.00515166337516153,0.0,0.02516622401528728,0.0,0.03548864123022891,0.03126797001562474,0.0,0.01494197866541377,0.010877288386197573,0.0,0.0019397922831302715,0.01677845198126121,0.15365062980494337,0.006906752395073141,0.0,0.0,0.0,0.0,0.0,0.0620831024128264,0.0,0.045975768661410316,0.0,0.0,0.0,0.0,0.018021185480303886,0.1024547535053135,0.0,0.0,0.05444284884590997,0.0,0.026100275721810208,0.0020671052009429854,0.2712791336489807,0.0,0.0,0.0,0.0,0.027649287663395892,0.019069367085901262,0.0,0.0,0.014149163197560615,0.0,0.012305138160312137,0.0,0.031996640730743986,0.04666214814570505,0.0,0.0,0.0,0.02950211302135988,0.03043173161594947,0.0,0.2369300721238706,0.0,0.0,0.06374711706065284,0.0,0.0,0.0,0.022684717599923368,0.1023982387118615,0.09503302746205984,0.03300412832557157,0.010225473715632028,1.0000000000000004,0.0,0.0,0.0,0.0
서술,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07260132795122176,0.0,0.0,0.0,0.04218601925451665,0.016535941299779748,0.0,0.0,0.0,0.02758493303953953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17528660929368797,0.0,0.23143849117920845,0.0,0.0,0.0,0.08440968009032074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16724370137175296,0.0,0.0,0.0,0.0,0.0,0.2565039499823119,0.0,0.0,0.0,0.22750885046329386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04643627163423411,0.0,0.0,0.0,0.0,0.0,0.02041611016077791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0
전쟁,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056289723497998115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03001495184305598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09488531127261685,0.05706276850521035,0.013936467241239894,0.0,0.0,0.0,0.0,0.17051696566358907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044208447567207834,0.0,0.0,0.0,0.0,0.026328512413787315,0.0,0.0,0.028021899284143458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
인간,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012068353014959276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08141624459463238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03196691563970373,0.0,0.0,0.0,0.0,0.0,0.0,0.020620567518531696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012372484881512021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07760222497298802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020624784335003254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
글쓰기,0.0,0.0,0.0,0.07422652557365472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06504658059699753,0.0,0.0,0.0,0.02241031172639736,0.0,0.0,0.0,0.016450650778659686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2819020691851183,0.0,0.0,0.012243183256723418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
